customer_id,company_id
12817,company_9
12242,company_3
15104,company_9
14643,company_4
11167,company_6
12138,company_2
11194,company_7
11046,company_9
12744,company_8
15572,company_1
12305,company_1
12830,company_1
14333,company_8
14957,company_3
14191,company_2
13671,company_2
15033,company_2
12893,company_2
12767,company_1
14275,company_2
13142,company_6
10166,company_9
11742,company_8
10882,company_3
11794,company_8
10458,company_1
11336,company_5
14972,company_6
10707,company_6
13179,company_9
15625,company_9
15387,company_1
15489,company_4
14680,company_6
12350,company_5
14636,company_6
12022,company_2
12067,company_6
13200,company_6
12431,company_6
11191,company_3
13358,company_1
13353,company_5
11867,company_2
14612,company_4
14336,company_9
12808,company_8
12992,company_9
14317,company_6
12986,company_1
14352,company_7
10606,company_3
10997,company_2
13239,company_9
11157,company_1
15254,company_2
11215,company_8
13132,company_6
14793,company_9
11305,company_6
11722,company_6
11162,company_5
11456,company_3
13122,company_4
12651,company_9
11386,company_7
13620,company_3
11940,company_1
10954,company_4
14877,company_3
13805,company_4
12111,company_7
15286,company_4
10497,company_7
13050,company_2
15579,company_1
13539,company_9
11900,company_5
14349,company_7
14393,company_9
13199,company_3
10414,company_1
12416,company_1
10620,company_7
13357,company_1
11093,company_6
15327,company_2
13117,company_9
13077,company_9
13984,company_7
11332,company_1
10990,company_4
15323,company_6
13898,company_9
10279,company_9
14122,company_5
15461,company_2
14966,company_8
15608,company_1
11224,company_8
14802,company_9
14987,company_9
13588,company_2
12768,company_3
13685,company_6
15444,company_5
12473,company_6
15118,company_6
11738,company_9
14706,company_6
12388,company_2
11281,company_1
12271,company_4
11210,company_3
14514,company_4
10515,company_9
13335,company_5
14670,company_1
10561,company_6
15612,company_2
14935,company_2
12809,company_4
10426,company_9
10439,company_7
13141,company_9
15487,company_6
12508,company_9
14785,company_2
15393,company_7
15151,company_9
14045,company_3
13214,company_6
12846,company_6
14400,company_4
12831,company_5
11225,company_8
11415,company_4
11659,company_5
10760,company_4
13561,company_6
10958,company_1
10973,company_9
14817,company_4
14890,company_7
12340,company_3
11564,company_6
14578,company_7
10755,company_2
11946,company_5
13240,company_8
11913,company_9
14389,company_2
10619,company_3
12401,company_9
13175,company_9
14437,company_9
14281,company_7
10530,company_6
12450,company_9
13243,company_9
11649,company_5
11800,company_4
13697,company_6
14614,company_9
13518,company_9
11369,company_5
11312,company_3
10890,company_9
13901,company_2
13695,company_4
14846,company_4
14772,company_3
14324,company_6
14638,company_9
15387,company_7
12334,company_9
11326,company_4
13205,company_6
13269,company_3
13537,company_6
10473,company_6
14781,company_2
15685,company_1
13109,company_8
12656,company_1
13335,company_2
14916,company_4
15655,company_7
11487,company_6
11612,company_6
10405,company_5
12767,company_6
11166,company_8
14229,company_3
11869,company_6
15647,company_8
10405,company_6
14804,company_4
15695,company_1
13098,company_7
15077,company_2
12288,company_1
12310,company_7
13608,company_8
10227,company_3
14096,company_3
11294,company_9
11919,company_8
10140,company_9
11406,company_9
10703,company_6
10411,company_9
11175,company_8
12393,company_4
12037,company_3
12285,company_9
14760,company_6
14774,company_7
11188,company_5
10389,company_7
14695,company_4
14480,company_5
13760,company_5
15573,company_5
12854,company_1
10554,company_9
15029,company_2
15260,company_9
12091,company_4
13546,company_2
10224,company_2
15307,company_9
11911,company_7
13675,company_9
10912,company_6
10377,company_6
14218,company_7
11569,company_8
14272,company_9
14085,company_8
11096,company_7
11932,company_6
14457,company_5
14806,company_1
12187,company_2
11944,company_2
15016,company_3
12431,company_9
10806,company_7
12648,company_8
14195,company_7
14962,company_3
10462,company_4
13322,company_9
13001,company_7
14464,company_6
14071,company_4
10700,company_3
12753,company_2
14410,company_6
12426,company_6
11935,company_6
12386,company_9
15409,company_9
10672,company_4
11304,company_8
12443,company_7
13072,company_9
11567,company_4
14870,company_1
14913,company_9
12645,company_4
10643,company_8
15029,company_6
13757,company_2
10396,company_6
14958,company_6
11755,company_4
14862,company_8
11314,company_9
11071,company_1
10529,company_4
14284,company_9
10419,company_1
13816,company_2
12665,company_6
15552,company_4
15700,company_2
12350,company_2
13426,company_4
11849,company_6
14731,company_3
13043,company_3
10625,company_2
12928,company_4
13119,company_9
12928,company_9
13871,company_1
10828,company_2
14328,company_7
14718,company_2
13593,company_4
15356,company_9
14698,company_9
12621,company_6
11993,company_9
11129,company_7
11448,company_6
15533,company_2
12140,company_6
14503,company_5
14831,company_6
11451,company_7
13617,company_7
15076,company_9
11178,company_6
11299,company_1
12460,company_3
11600,company_8
15070,company_3
10499,company_9
14290,company_2
11846,company_3
12857,company_9
10228,company_9
14301,company_2
13167,company_1
11996,company_3
15275,company_3
15388,company_8
15559,company_9
11944,company_6
11617,company_2
11632,company_2
10634,company_1
11356,company_5
12171,company_5
10325,company_1
10212,company_9
11174,company_2
13354,company_2
13606,company_8
12774,company_5
15425,company_3
13199,company_4
13050,company_9
10168,company_8
13270,company_6
14462,company_6
11978,company_6
12865,company_9
11871,company_7
13984,company_1
12253,company_9
15309,company_1
15511,company_5
11884,company_4
13777,company_6
11171,company_3
10353,company_7
10909,company_2
12724,company_4
11864,company_4
10639,company_4
10305,company_3
15581,company_6
11257,company_8
10445,company_8
14111,company_6
12411,company_5
11422,company_3
15549,company_9
14033,company_8
12508,company_8
12948,company_1
15271,company_6
14708,company_4
14995,company_4
14553,company_6
10870,company_9
12833,company_9
10642,company_6
14734,company_5
15604,company_2
15411,company_4
10786,company_5
11995,company_6
10377,company_2
11185,company_4
15049,company_3
10469,company_6
12274,company_7
12145,company_1
12428,company_7
15105,company_9
12982,company_9
11555,company_9
15291,company_6
11006,company_9
13082,company_9
10370,company_7
12998,company_7
15406,company_9
15174,company_8
12289,company_4
11851,company_3
14724,company_1
14400,company_9
14091,company_9
12035,company_4
14691,company_7
14104,company_3
12529,company_7
15606,company_8
12565,company_9
13267,company_5
11113,company_9
14653,company_8
12161,company_9
15105,company_3
10526,company_8
14678,company_4
14217,company_2
14404,company_6
13004,company_9
13299,company_9
13784,company_1
12551,company_6
14269,company_9
11284,company_8
13722,company_5
10791,company_2
10726,company_4
15403,company_4
10938,company_6
12438,company_7
15464,company_9
10327,company_2
13884,company_2
15561,company_5
14521,company_1
11062,company_3
11740,company_7
12328,company_9
12104,company_4
12692,company_5
11326,company_3
13999,company_9
11081,company_8
13151,company_3
10182,company_5
15456,company_2
11732,company_6
10348,company_9
12725,company_1
13358,company_4
10170,company_9
14093,company_2
14147,company_5
11080,company_7
15150,company_9
13976,company_9
12028,company_5
11236,company_8
14631,company_9
15517,company_9
12610,company_7
12436,company_9
12033,company_4
10553,company_1
10136,company_1
14554,company_9
10798,company_3
10166,company_6
13945,company_8
13623,company_8
14104,company_1
12280,company_5
11744,company_7
13162,company_6
12292,company_4
15302,company_5
10664,company_9
10920,company_7
10625,company_8
15661,company_4
11078,company_4
14126,company_6
11716,company_9
10543,company_1
11837,company_9
13547,company_4
13400,company_4
10800,company_3
13365,company_1
12825,company_3
14797,company_3
14504,company_9
10330,company_6
13607,company_5
14697,company_7
12167,company_1
15566,company_8
12619,company_3
14695,company_6
10183,company_7
11897,company_6
10200,company_4
14929,company_3
15426,company_2
13922,company_6
13155,company_2
11755,company_1
14855,company_2
10266,company_9
13785,company_1
12966,company_4
11578,company_4
15600,company_6
12703,company_6
13906,company_2
13158,company_4
14193,company_9
11653,company_9
11146,company_2
15695,company_6
14001,company_3
14658,company_1
12837,company_1
12112,company_2
11864,company_6
12753,company_4
12297,company_4
14053,company_3
13116,company_9
14478,company_9
10622,company_4
15218,company_7
11845,company_9
14925,company_3
13292,company_6
11730,company_5
11062,company_9
14541,company_7
11673,company_6
10976,company_6
14786,company_2
14907,company_4
14933,company_1
11787,company_9
13061,company_8
13892,company_1
14262,company_3
11954,company_4
12017,company_8
15061,company_9
11170,company_6
12000,company_9
15457,company_9
12181,company_8
12425,company_7
13147,company_6
14184,company_5
10486,company_9
13894,company_6
11351,company_5
13133,company_9
11752,company_5
11711,company_4
14116,company_1
11268,company_2
12838,company_6
11985,company_2
13651,company_7
10208,company_5
14157,company_1
12360,company_9
13853,company_4
12779,company_4
10363,company_3
13809,company_3
15545,company_4
10685,company_6
15179,company_9
15202,company_2
10873,company_7
12223,company_2
10874,company_6
10841,company_6
13368,company_7
14985,company_8
12594,company_9
10664,company_4
13374,company_6
13513,company_5
11244,company_1
11666,company_6
14015,company_7
10561,company_2
15387,company_6
14443,company_2
13257,company_9
14247,company_1
15278,company_1
14282,company_8
12488,company_7
13820,company_3
14412,company_1
13703,company_9
14237,company_8
12123,company_4
15455,company_5
15267,company_6
15620,company_7
13027,company_4
11605,company_2
12659,company_2
13519,company_9
13251,company_8
15417,company_7
13239,company_6
14183,company_8
12198,company_5
15651,company_6
12823,company_9
14144,company_9
10374,company_2
12420,company_4
14677,company_7
13503,company_4
14165,company_8
13323,company_6
15545,company_1
10295,company_2
14073,company_6
12479,company_5
13394,company_6
13917,company_6
13958,company_5
10296,company_2
13628,company_3
14724,company_2
11455,company_9
13769,company_9
15018,company_8
12674,company_5
11868,company_5
15009,company_4
12227,company_1
11553,company_2
10286,company_6
14038,company_8
13026,company_2
14108,company_4
12485,company_1
14447,company_1
10940,company_5
14684,company_1
13783,company_2
14344,company_4
11753,company_7
12783,company_4
15153,company_2
14345,company_9
13556,company_1
11290,company_6
14511,company_9
13274,company_7
11732,company_2
10344,company_3
10191,company_3
14824,company_1
15348,company_3
15293,company_4
10939,company_6
14969,company_1
13560,company_3
15368,company_9
12564,company_7
15081,company_9
13313,company_9
10545,company_4
15077,company_7
10418,company_9
13149,company_9
14179,company_6
13919,company_9
14471,company_3
13434,company_6
11273,company_1
14135,company_8
15198,company_9
10763,company_6
12621,company_9
12904,company_6
14822,company_1
11032,company_2
14752,company_6
10328,company_1
14485,company_2
14899,company_9
13118,company_2
11014,company_9
11779,company_1
11253,company_9
13448,company_2
13433,company_6
10918,company_4
11373,company_3
13494,company_9
13733,company_4
11340,company_1
11184,company_3
13038,company_1
11276,company_4
12491,company_4
14020,company_8
15326,company_7
14075,company_9
12437,company_3
14648,company_5
10848,company_9
13131,company_4
12313,company_8
15635,company_5
13848,company_5
11918,company_6
15135,company_6
10731,company_6
11248,company_9
12757,company_8
10498,company_6
14544,company_4
12222,company_3
13391,company_7
10821,company_6
13076,company_6
11755,company_6
10225,company_2
14087,company_6
11040,company_9
10381,company_4
10645,company_6
10998,company_2
14765,company_4
14981,company_6
14914,company_8
14136,company_9
14909,company_2
11235,company_6
13763,company_7
12477,company_8
13542,company_7
10255,company_6
13672,company_1
14620,company_9
10397,company_7
15363,company_7
11734,company_8
10868,company_4
13782,company_5
12741,company_3
10448,company_6
14607,company_1
13182,company_6
10830,company_6
10365,company_3
12451,company_4
11125,company_8
13113,company_9
12910,company_1
14071,company_6
11131,company_7
15008,company_9
11977,company_9
12451,company_9
13815,company_2
10169,company_9
10505,company_5
14825,company_6
12560,company_1
15210,company_6
14142,company_4
10929,company_5
11992,company_5
12019,company_5
14257,company_4
11204,company_2
10444,company_2
13925,company_4
11929,company_3
10381,company_9
10231,company_9
14036,company_1
10981,company_4
14258,company_1
11762,company_7
12816,company_4
11538,company_6
11977,company_5
10980,company_5
10237,company_4
14554,company_4
11450,company_6
14265,company_4
11031,company_8
14250,company_8
13213,company_7
10232,company_7
14314,company_9
14708,company_9
15650,company_5
14733,company_8
13226,company_3
10187,company_4
11651,company_9
12537,company_7
14252,company_6
14528,company_6
10180,company_7
15224,company_4
11509,company_1
12917,company_9
12554,company_9
14317,company_2
14690,company_7
12313,company_1
12200,company_5
10695,company_6
11221,company_4
11549,company_4
14538,company_6
14748,company_4
11117,company_4
12777,company_9
11983,company_6
10204,company_5
10145,company_8
14171,company_1
10949,company_6
11173,company_9
13084,company_2
14213,company_6
10817,company_9
15676,company_2
12994,company_6
12904,company_9
15609,company_8
10989,company_8
11135,company_1
10986,company_9
14154,company_5
14863,company_9
12796,company_8
13543,company_4
15668,company_7
14834,company_3
12107,company_9
10869,company_7
10452,company_2
13029,company_6
12363,company_6
10460,company_1
12624,company_1
13677,company_5
13947,company_1
10835,company_1
11660,company_9
10887,company_9
11180,company_3
12051,company_7
11179,company_9
14536,company_1
11841,company_6
15692,company_4
14039,company_1
10148,company_8
11059,company_6
10224,company_6
10393,company_6
11283,company_3
10446,company_9
10189,company_8
15614,company_5
15530,company_7
14966,company_7
14309,company_6
15276,company_9
12506,company_1
14662,company_2
13908,company_3
13289,company_9
12126,company_9
12145,company_9
12127,company_9
15323,company_9
10564,company_4
14722,company_2
10698,company_4
13130,company_1
14065,company_2
11552,company_6
12003,company_3
10283,company_6
11686,company_6
14811,company_6
12626,company_1
14464,company_3
13915,company_6
11383,company_1
10576,company_4
11568,company_3
11820,company_6
15087,company_1
13932,company_9
12014,company_4
11797,company_1
14035,company_8
11415,company_9
14790,company_2
13301,company_6
15000,company_1
11400,company_9
13259,company_6
14476,company_5
13874,company_4
14634,company_7
14216,company_4
13761,company_3
11363,company_3
12450,company_3
12307,company_8
11965,company_1
13845,company_4
12051,company_3
11832,company_9
14506,company_6
12707,company_8
12188,company_7
11763,company_2
11228,company_9
10272,company_4
13100,company_6
12400,company_7
14875,company_7
13988,company_9
11091,company_3
10956,company_7
13664,company_5
11220,company_1
11584,company_6
13223,company_6
14953,company_2
12620,company_2
14631,company_6
11353,company_9
14414,company_8
15524,company_2
12539,company_7
10372,company_9
14903,company_4
13726,company_9
11599,company_9
14028,company_7
10411,company_7
11672,company_1
14930,company_9
12236,company_9
15540,company_4
10438,company_2
11052,company_1
12427,company_2
11318,company_3
13736,company_6
10258,company_6
11656,company_7
13321,company_5
14478,company_2
12692,company_4
10486,company_6
15145,company_9
13043,company_7
15574,company_2
14367,company_9
14671,company_6
15671,company_6
13748,company_4
14712,company_8
13076,company_2
10337,company_7
11468,company_3
11906,company_1
13074,company_9
10966,company_4
10720,company_6
15439,company_7
15578,company_4
12236,company_4
13198,company_3
13536,company_4
11630,company_6
10953,company_5
13047,company_6
13492,company_9
14693,company_7
12858,company_8
14436,company_1
13178,company_6
15017,company_4
13062,company_2
13012,company_9
14962,company_1
13602,company_9
11386,company_9
11187,company_8
11351,company_7
14771,company_5
14108,company_6
12555,company_6
14864,company_2
14018,company_9
14502,company_2
13243,company_6
12787,company_9
11657,company_6
12731,company_3
10750,company_7
12369,company_3
12579,company_5
11580,company_6
11127,company_2
11589,company_2
12571,company_7
11475,company_8
12220,company_9
10551,company_8
11670,company_4
14280,company_6
12610,company_6
10326,company_7
10627,company_7
14479,company_8
11498,company_1
10987,company_3
14732,company_2
14213,company_7
13214,company_5
13774,company_4
14112,company_9
13091,company_4
11210,company_4
14837,company_7
12598,company_4
14154,company_2
14815,company_9
12515,company_7
12975,company_9
12114,company_9
13018,company_9
12979,company_7
12170,company_7
13408,company_2
12219,company_3
13060,company_6
12657,company_1
12029,company_3
14396,company_2
14893,company_4
12706,company_9
11894,company_8
13671,company_7
13040,company_6
10919,company_3
10383,company_6
15191,company_6
15121,company_9
10911,company_9
12765,company_4
13358,company_9
13251,company_4
11735,company_5
15315,company_9
12609,company_6
15261,company_6
12575,company_5
14168,company_5
12612,company_3
11513,company_9
13732,company_6
11650,company_7
10886,company_9
14652,company_3
12336,company_8
11814,company_2
14774,company_8
15430,company_4
14819,company_4
12124,company_9
10617,company_6
13238,company_4
14280,company_9
10172,company_6
14893,company_8
13022,company_2
13007,company_5
15404,company_9
12494,company_9
13502,company_1
14236,company_8
13087,company_1
15624,company_5
15653,company_7
10780,company_6
13737,company_4
15432,company_9
10647,company_9
15505,company_6
12444,company_1
10601,company_2
12687,company_4
11348,company_4
11391,company_6
13759,company_2
14407,company_6
11516,company_8
11734,company_9
14576,company_4
11443,company_7
14640,company_2
11838,company_4
12320,company_1
12222,company_9
13758,company_3
12629,company_1
10907,company_9
11394,company_7
12030,company_5
14732,company_1
14384,company_9
15525,company_9
11037,company_6
13385,company_4
12759,company_1
12902,company_9
12422,company_9
13166,company_9
14074,company_9
14890,company_4
13964,company_9
10260,company_3
11207,company_9
12483,company_1
11822,company_5
11787,company_7
14629,company_7
10497,company_6
12348,company_9
10913,company_1
14266,company_9
11116,company_9
10559,company_2
10633,company_5
14733,company_5
10880,company_8
10827,company_6
11872,company_1
13668,company_9
13269,company_2
14976,company_8
10889,company_1
11620,company_5
15180,company_8
14045,company_1
13375,company_2
10379,company_2
11213,company_6
11251,company_7
12423,company_9
11908,company_4
12769,company_4
11251,company_5
10557,company_8
10360,company_3
11118,company_9
12959,company_6
12485,company_6
15495,company_4
12570,company_3
12751,company_4
12279,company_5
12788,company_9
15179,company_3
11229,company_8
13029,company_3
15391,company_4
11770,company_2
12261,company_9
13378,company_7
13278,company_1
10314,company_4
11020,company_3
12488,company_2
11752,company_4
15629,company_7
10192,company_7
15079,company_7
15589,company_4
12370,company_8
10734,company_9
12696,company_3
14098,company_9
15318,company_2
14535,company_5
12985,company_2
11247,company_5
12987,company_2
13180,company_3
15669,company_6
14857,company_5
14957,company_2
15472,company_4
14551,company_6
11538,company_4
12621,company_2
15665,company_9
10891,company_9
13442,company_9
12856,company_9
12414,company_6
13676,company_9
10974,company_6
15356,company_8
13804,company_4
14717,company_6
14736,company_7
15348,company_8
15292,company_6
10635,company_4
11074,company_2
11752,company_7
15064,company_4
11183,company_7
10982,company_3
10741,company_7
14573,company_9
12003,company_2
